Round,ClientIndex,ExecTimeSec
620,4,1.402833
621,0,2.973209
621,1,4.357959
621,2,1.519953
621,3,5.775723
621,4,7.136841
622,0,2.864436
622,1,5.765980
622,2,7.081610
622,3,1.510205
622,4,4.264147
623,0,2.958139
623,1,1.607516
623,2,7.316219
623,3,5.738335
623,4,4.351911
624,0,4.921175
624,1,7.617459
624,2,3.336107
624,3,6.241023
624,4,1.806749
625,0,5.717800
625,1,7.065472
625,2,2.779839
625,3,4.250823
625,4,1.325222
626,0,7.514785
626,1,6.168100
626,2,4.794868
626,3,1.979453
626,4,3.403758
627,0,5.688969
627,1,1.544154
627,2,2.977067
627,3,4.333088
627,4,7.066629
628,0,4.412945
628,1,3.079551
628,2,7.208945
628,3,1.703183
628,4,5.837511
629,0,4.533329
629,1,3.207815
629,2,1.772302
629,3,7.246400
629,4,5.894598
630,0,7.311476
630,1,1.532666
630,2,5.776889
630,3,2.918385
630,4,4.263124
631,0,3.046159
631,1,7.107649
631,2,4.377952
631,3,1.562664
631,4,5.740541
632,0,3.209790
632,1,1.792774
632,2,6.028937
632,3,4.665763
632,4,7.364142
633,0,4.284338
633,1,2.895892
633,2,7.121205
633,3,1.452379
633,4,5.654269
634,0,4.272455
634,1,2.944748
634,2,1.602235
634,3,6.959949
634,4,5.614281
635,0,5.870714
635,1,1.423827
635,2,2.840425
635,3,7.450620
635,4,4.369597
636,0,1.640028
636,1,4.455726
636,2,7.271413
636,3,5.852653
636,4,3.040319
637,0,3.369633
637,1,7.510485
637,2,4.725932
637,3,6.130503
637,4,1.984216
638,0,4.497065
638,1,7.295141
638,2,5.831859
638,3,1.648222
638,4,3.056228
639,0,6.493405
639,1,5.030333
639,2,3.628650
639,3,2.162993
639,4,7.852147
640,0,4.187226
640,1,1.422167
640,2,5.521821
640,3,6.955594
640,4,2.782065
641,0,7.356664
641,1,1.631758
641,2,3.091613
641,3,4.535066
641,4,5.926736
642,0,3.539173
642,1,7.940888
642,2,2.141732
642,3,4.895894
642,4,6.418900
643,0,2.008793
643,1,7.766958
643,2,6.325036
643,3,4.901114
643,4,3.522546
644,0,6.082360
644,1,7.428299
644,2,2.954711
644,3,1.459899
644,4,4.533005
645,0,4.288713
645,1,5.785646
645,2,2.964437
645,3,7.241303
645,4,1.620548
646,0,4.166517
646,1,5.576910
646,2,8.432272
646,3,2.789225
646,4,7.054672
647,0,7.149496
647,1,2.902755
647,2,1.517176
647,3,4.442968
647,4,5.814995
648,0,6.167412
648,1,3.369674
648,2,2.000198
648,3,4.700676
648,4,7.687322
649,0,5.700430
649,1,4.197254
649,2,7.045310
649,3,1.445369
649,4,2.813874
650,0,3.395436
650,1,6.119431
650,2,1.952030
650,3,7.526131
650,4,4.751711
651,0,5.928039
651,1,1.446267
651,2,4.383583
651,3,2.787493
651,4,7.447484
652,0,5.201783
652,1,7.962592
652,2,2.369771
652,3,6.546362
652,4,3.773059
653,0,1.620735
653,1,7.622433
653,2,3.034814
653,3,4.502291
653,4,6.148499
654,0,4.380976
654,1,1.680476
654,2,7.407047
654,3,5.948913
654,4,3.019061
655,0,1.477787
655,1,7.204845
655,2,3.003096
655,3,5.869944
655,4,4.454703
656,0,4.366114
656,1,5.830652
656,2,1.704918
656,3,3.037412
656,4,7.183872
657,0,1.679034
657,1,8.645494
657,2,4.674011
657,3,3.020546
657,4,6.586591
658,0,3.398575
658,1,6.201961
658,2,4.813396
658,3,7.625337
658,4,2.001969
659,0,6.128412
659,1,2.005015
659,2,3.421281
659,3,7.463075
659,4,4.790898
660,0,1.676063
660,1,4.437297
660,2,7.218930
660,3,5.848876
660,4,3.076481
661,0,6.438791
661,1,7.801896
661,2,2.124120
661,3,3.559189
661,4,5.093627
662,0,7.063844
662,1,5.602125
662,2,4.131417
662,3,1.421327
662,4,2.789545
663,0,7.272511
663,1,5.946532
663,2,3.177298
663,3,4.525581
663,4,1.741774
664,0,6.018341
664,1,1.649976
664,2,2.993302
664,3,7.394297
664,4,4.354292
665,0,2.258981
665,1,7.810515
665,2,3.679545
665,3,4.997515
665,4,6.368746
666,0,1.966240
666,1,5.448066
666,2,8.228988
666,3,3.476748
666,4,6.892704
667,0,7.093409
667,1,1.617503
667,2,2.963786
667,3,5.655023
667,4,4.357414
668,0,7.295054
668,1,4.511840
668,2,1.692628
668,3,5.893588
668,4,3.098686
669,0,7.319808
669,1,4.521687
669,2,3.097061
669,3,5.939313
669,4,1.670518
670,0,1.540651
670,1,5.663854
670,2,7.016824
670,3,2.917259
670,4,4.237587
671,0,1.526524
671,1,5.753877
671,2,7.112696
671,3,2.849897
671,4,4.374344
672,0,7.646809
672,1,6.214153
672,2,3.319073
672,3,1.949631
672,4,4.801283
673,0,1.456694
673,1,6.925897
673,2,4.208656
673,3,5.569254
673,4,2.781053
674,0,3.170016
674,1,1.828741
674,2,7.564697
674,3,4.568046
674,4,6.167470
675,0,6.976254
675,1,2.781496
675,2,4.144018
675,3,1.438850
675,4,5.558714
676,0,5.474429
676,1,2.750301
676,2,4.086748
676,3,1.360152
676,4,6.852626
677,0,3.089012
677,1,1.756579
677,2,7.231490
677,3,4.431800
677,4,5.809603
678,0,5.708734
678,1,1.409758
678,2,2.879221
678,3,7.130489
678,4,4.243481
679,0,1.538094
679,1,2.987007
679,2,4.310405
679,3,5.761897
679,4,7.232549
680,0,1.410156
680,1,2.861960
680,2,7.074441
680,3,4.201712
680,4,5.648969
681,0,1.614015
681,1,7.435752
681,2,5.960498
681,3,3.021304
681,4,4.413413
682,0,7.831418
682,1,6.414340
682,2,5.063452
682,3,2.286318
682,4,3.708955
683,0,7.837254
683,1,3.621407
683,2,5.141973
683,3,2.113495
683,4,6.477388
684,0,2.851582
684,1,7.249961
684,2,5.818438
684,3,4.245533
684,4,1.424529
685,0,3.122766
685,1,5.914971
685,2,4.457613
685,3,7.250365
685,4,1.774010
686,0,5.708661
686,1,4.371963
686,2,7.096566
686,3,2.903138
686,4,1.434795
687,0,7.326198
687,1,1.542170
687,2,2.951481
687,3,4.400151
687,4,5.748750
688,0,3.011885
688,1,4.389931
688,2,7.118145
688,3,1.554522
688,4,5.738233
689,0,4.805742
689,1,2.107826
689,2,3.456624
689,3,6.260771
689,4,7.747535
690,0,1.595639
690,1,4.428996
690,2,5.774519
690,3,7.210633
690,4,3.012207
691,0,1.465218
691,1,2.831536
691,2,6.902098
691,3,5.527163
691,4,4.174353
692,0,5.882396
692,1,7.280255
692,2,1.720823
692,3,4.475688
692,4,3.116763
693,0,4.201300
693,1,6.929199
693,2,1.456785
693,3,2.855583
693,4,5.556639
694,0,4.591037
694,1,1.414690
694,2,2.857773
694,3,5.941140
694,4,7.286472
695,0,6.953182
695,1,2.911080
695,2,1.588248
695,3,5.596912
695,4,4.250015
696,0,4.937753
696,1,2.152052
696,2,3.601374
696,3,7.701639
696,4,6.281574
697,0,5.621593
697,1,1.576256
697,2,2.911152
697,3,7.074081
697,4,4.250037
698,0,7.191256
698,1,5.745562
698,2,1.561356
698,3,4.321445
698,4,2.966038
699,0,2.869988
699,1,4.317234
699,2,5.653847
699,3,1.534152
699,4,7.128537
700,0,6.369229
700,1,4.916697
700,2,7.759247
700,3,2.062615
700,4,3.531169
701,0,6.112415
701,1,2.023880
701,2,4.706085
701,3,7.459227
701,4,3.356158
702,0,2.445058
702,1,8.089883
702,2,5.233490
702,3,6.682835
702,4,3.772931
703,0,5.004687
703,1,3.391171
703,2,6.489075
703,3,1.881753
703,4,7.787414
704,0,7.684551
704,1,3.305946
704,2,1.901042
704,3,6.155169
704,4,4.724398
705,0,6.078384
705,1,1.804250
705,2,3.215567
705,3,7.436776
705,4,4.623639
706,0,4.524159
706,1,1.777291
706,2,3.101084
706,3,5.983008
706,4,7.450253
707,0,7.459006
707,1,5.945328
707,2,4.506482
707,3,1.745043
707,4,3.110695
708,0,5.988547
708,1,7.390323
708,2,3.166431
708,3,4.577076
708,4,1.750824
709,0,2.768293
709,1,1.391831
709,2,6.988142
709,3,4.275270
709,4,5.634277
710,0,2.845250
710,1,1.363307
710,2,7.026355
710,3,4.222830
710,4,5.555396
711,0,4.315472
711,1,2.978769
711,2,1.660278
711,3,6.993983
711,4,5.670004
712,0,4.314584
712,1,2.968127
712,2,1.637985
712,3,6.957144
712,4,5.636686
713,0,3.511641
713,1,6.272304
713,2,2.073907
713,3,7.681803
713,4,4.844015
714,0,1.782665
714,1,7.354277
714,2,4.677735
714,3,3.243383
714,4,6.002570
715,0,2.060440
715,1,3.459341
715,2,4.991251
715,3,7.805470
715,4,6.345311
716,0,4.387286
716,1,1.639956
716,2,7.310104
716,3,3.005921
716,4,5.949678
717,0,3.050615
717,1,7.104197
717,2,4.402213
717,3,5.758810
717,4,1.571499
718,0,6.237674
718,1,4.773152
718,2,1.922782
718,3,7.555393
718,4,3.283078
719,0,3.513045
719,1,7.834161
719,2,4.931826
719,3,6.315455
719,4,1.987762
720,0,7.144078
720,1,3.096084
720,2,4.441051
720,3,5.787423
720,4,1.664564
721,0,4.616525
721,1,7.326751
721,2,5.982562
721,3,3.147949
721,4,1.599787
722,0,2.973697
722,1,5.891889
722,2,7.235992
722,3,4.344289
722,4,1.536150
723,0,4.834587
723,1,7.541256
723,2,2.014142
723,3,3.493671
723,4,6.158572
724,0,3.162979
724,1,4.503016
724,2,1.732589
724,3,5.863722
724,4,7.308075
725,0,4.620730
725,1,3.192817
725,2,6.168966
725,3,7.494021
725,4,1.780276
726,0,5.916122
726,1,1.727290
726,2,7.274526
726,3,3.041537
726,4,4.517356
727,0,6.072395
727,1,4.710094
727,2,3.343584
727,3,1.833685
727,4,7.419124
728,0,4.478564
728,1,1.817402
728,2,3.134528
728,3,7.329012
728,4,5.958869
729,0,1.930803
729,1,7.705181
729,2,3.495034
729,3,6.271942
729,4,4.922248
730,0,1.594382
730,1,2.948659
730,2,5.850903
730,3,4.440463
730,4,7.310538
731,0,1.433784
731,1,4.106289
731,2,2.765377
731,3,5.555623
731,4,7.223948
732,0,6.166945
732,1,1.937172
732,2,4.791638
732,3,3.295655
732,4,7.496924
733,0,4.420794
733,1,7.106076
733,2,5.742374
733,3,1.574649
733,4,3.019077
734,0,3.802253
734,1,7.953293
734,2,5.177910
734,3,6.576313
734,4,2.039188
735,0,5.965446
735,1,7.327251
735,2,4.471866
735,3,3.142770
735,4,1.736041
736,0,2.949926
736,1,4.399627
736,2,1.500355
736,3,5.742545
736,4,7.085368
737,0,2.116202
737,1,6.639932
737,2,3.816755
737,3,5.299963
737,4,8.003145
738,0,7.189471
738,1,3.090251
738,2,1.710400
738,3,5.735875
738,4,4.433073
739,0,2.928310
739,1,7.007008
739,2,4.316835
739,3,5.663833
739,4,1.528655
740,0,3.065147
740,1,5.899489
740,2,7.248779
740,3,1.538888
740,4,4.422720
741,0,5.725864
741,1,2.835421
741,2,7.268736
741,3,4.360115
741,4,1.459913
742,0,7.232976
742,1,3.244934
742,2,1.785116
742,3,5.887521
742,4,4.575127
743,0,5.827038
743,1,7.274281
743,2,1.627278
743,3,4.448546
743,4,3.059968
744,0,1.877947
744,1,7.622000
744,2,3.194240
744,3,6.167537
744,4,4.683772
745,0,4.825493
745,1,7.501181
745,2,6.139064
745,3,3.442764
745,4,2.113742
746,0,7.926104
746,1,3.781368
746,2,5.126450
746,3,2.322473
746,4,6.446671
747,0,1.752014
747,1,3.217306
747,2,7.365969
747,3,6.033000
747,4,4.672096
748,0,4.388906
748,1,7.227941
748,2,5.809185
748,3,2.963065
748,4,1.623546
749,0,2.821449
749,1,4.342881
749,2,1.470616
749,3,5.824737
749,4,7.163714
750,0,4.159581
750,1,6.859843
750,2,1.441758
750,3,5.495027
750,4,2.818410
751,0,7.598678
751,1,2.019439
751,2,4.792580
751,3,3.391347
751,4,6.231502
752,0,3.307217
752,1,1.694205
752,2,7.396349
752,3,4.649435
752,4,5.973458
753,0,1.550850
753,1,3.010191
753,2,4.433634
753,3,5.890202
753,4,7.376306
754,0,3.430409
754,1,6.284938
754,2,7.615041
754,3,4.790971
754,4,2.018428
755,0,7.709450
755,1,6.193917
755,2,3.418885
755,3,1.456273
755,4,4.824335
756,0,7.082191
756,1,4.231005
756,2,1.556812
756,3,5.663287
756,4,2.901316
757,0,6.976186
757,1,2.817752
757,2,5.644309
757,3,1.456101
757,4,4.284463
758,0,2.816363
758,1,1.424445
758,2,4.251241
758,3,5.700731
758,4,7.089655
759,0,2.120277
759,1,3.426634
759,2,4.904059
759,3,7.649198
759,4,6.294356
760,0,5.909906
760,1,3.046230
760,2,1.456674
760,3,7.339077
760,4,4.500842
761,0,5.654553
761,1,6.994786
761,2,1.464279
761,3,4.205223
761,4,2.824744
762,0,2.606747
762,1,4.020780
762,2,8.213908
762,3,6.810306
762,4,5.363373
763,0,3.556781
763,1,4.945900
763,2,7.778600
763,3,6.441710
763,4,2.170072
764,0,7.937057
764,1,6.025032
764,2,1.679593
764,3,3.085687
764,4,4.485559
765,0,4.335396
765,1,2.981681
765,2,1.618791
765,3,7.141305
765,4,5.799999
766,0,4.358975
766,1,1.570556
766,2,2.959718
766,3,7.089748
766,4,5.737517
767,0,3.180445
767,1,1.660013
767,2,7.306139
767,3,4.565800
767,4,5.983731
768,0,7.482142
768,1,4.775400
768,2,3.324583
768,3,6.112282
768,4,1.540685
769,0,1.608365
769,1,2.960187
769,2,4.404311
769,3,7.052879
769,4,5.717227
770,0,4.334927
770,1,5.659882
770,2,1.573913
770,3,3.013622
770,4,7.029490
771,0,5.869677
771,1,1.559794
771,2,4.477778
771,3,7.263639
771,4,3.020510
772,0,1.695735
772,1,3.086450
772,2,5.802166
772,3,4.428335
772,4,7.239921
773,0,7.115062
773,1,5.725391
773,2,4.363599
773,3,1.636267
773,4,3.032332
774,0,5.694093
774,1,4.235559
774,2,2.889103
774,3,7.039468
774,4,1.472133
775,0,4.871149
775,1,7.568409
775,2,6.210875
775,3,2.073120
775,4,3.499550
776,0,3.070576
776,1,1.726717
776,2,4.395756
776,3,7.185189
776,4,5.768530
777,0,1.566257
777,1,4.408839
777,2,5.744606
777,3,7.243479
777,4,2.938001
778,0,5.770655
778,1,4.374105
778,2,7.249014
778,3,3.021121
778,4,1.597994
779,0,5.685026
779,1,7.158986
779,2,2.837737
779,3,1.445846
779,4,4.261812
780,0,7.012301
780,1,4.293157
780,2,5.626211
780,3,1.390616
780,4,2.938393
781,0,1.890994
781,1,7.424064
781,2,4.655951
781,3,3.263541
781,4,6.010164
782,0,4.326184
782,1,7.197133
782,2,2.930063
782,3,1.590130
782,4,5.771841
783,0,7.781982
783,1,4.882674
783,2,3.540449
783,3,2.132285
783,4,6.398580
784,0,2.495525
784,1,3.968711
784,2,8.118827
784,3,5.422568
784,4,6.761808
785,0,3.717556
785,1,2.358505
785,2,7.833092
785,3,5.083675
785,4,6.487976
786,0,3.085609
786,1,4.473294
786,2,7.255805
786,3,1.532465
786,4,5.931714
787,0,1.509604
787,1,2.979135
787,2,5.782019
787,3,7.122876
787,4,4.380388
788,0,5.934764
788,1,7.284410
788,2,4.584051
788,3,3.166712
788,4,1.815245
789,0,2.873103
789,1,1.505781
789,2,7.096023
789,3,4.232496
789,4,5.667568
790,0,7.211529
790,1,1.642422
790,2,2.958840
790,3,4.370530
790,4,5.831072
791,0,7.382394
791,1,4.659699
791,2,1.791527
791,3,3.296396
791,4,6.053851
792,0,5.152559
792,1,3.804784
792,2,7.994982
792,3,6.559948
792,4,2.474277
793,0,3.745946
793,1,6.427593
793,2,7.816774
793,3,2.404999
793,4,5.114801
794,0,2.833023
794,1,1.443187
794,2,6.901221
794,3,4.220987
794,4,5.559305
795,0,5.709546
795,1,4.386074
795,2,2.945361
795,3,7.032439
795,4,1.388979
796,0,7.483581
796,1,5.991139
796,2,3.185215
796,3,1.672338
796,4,4.626667
797,0,3.335946
797,1,6.152995
797,2,4.720370
797,3,1.580397
797,4,7.596746
798,0,1.564923
798,1,2.980300
798,2,5.904457
798,3,4.448691
798,4,7.242750
799,0,5.979645
799,1,4.524773
799,2,7.442507
799,3,3.089472
799,4,1.624181
800,0,4.358648
800,1,2.884948
800,2,5.759890
800,3,7.103928
800,4,1.446296
801,0,5.881440
801,1,1.820123
801,2,4.524030
801,3,3.177892
801,4,7.327760
802,0,7.772739
802,1,4.953774
802,2,3.527047
802,3,2.210278
802,4,6.320144
803,0,6.943514
803,1,4.256828
803,2,5.580235
803,3,2.907198
803,4,1.465873
804,0,3.567078
804,1,2.121867
804,2,7.898541
804,3,6.468196
804,4,4.969414
805,0,5.848451
805,1,1.586732
805,2,3.136339
805,3,7.299585
805,4,4.493987
806,0,3.283331
806,1,7.340593
806,2,6.005352
806,3,1.874444
806,4,4.610979
807,0,3.027543
807,1,5.864276
807,2,1.608240
807,3,7.219155
807,4,4.382869
808,0,8.053462
808,1,3.784220
808,2,5.216548
808,3,2.427084
808,4,6.533461
809,0,4.534802
809,1,1.765592
809,2,7.394542
809,3,3.192430
809,4,5.993509
810,0,4.218821
810,1,2.765561
810,2,1.402756
810,3,5.574518
810,4,7.045196
811,0,3.208531
811,1,4.577388
811,2,1.872079
811,3,7.254891
811,4,5.924224
812,0,4.068181
812,1,1.374650
812,2,6.854752
812,3,5.425028
812,4,2.711770
813,0,3.080219
813,1,7.867931
813,2,6.023311
813,3,4.568479
813,4,1.697041
814,0,7.514947
814,1,4.737953
814,2,6.133456
814,3,3.189258
814,4,1.836105
815,0,7.028218
815,1,1.420835
815,2,2.853612
815,3,5.662539
815,4,4.271260
816,0,4.971732
816,1,3.445871
816,2,2.085246
816,3,6.339634
816,4,7.782260
817,0,6.289671
817,1,1.622133
817,2,4.915241
817,3,3.298233
817,4,7.711333
818,0,4.078604
818,1,5.421751
818,2,2.716709
818,3,6.755493
818,4,1.368185
819,0,1.896612
819,1,3.377147
819,2,7.475731
819,3,6.153811
819,4,4.827425
820,0,4.314857
820,1,7.091808
820,2,5.691110
820,3,2.964577
820,4,1.545294
821,0,1.543471
821,1,2.945710
821,2,7.337627
821,3,5.818205
821,4,4.300300
822,0,5.604680
822,1,2.879570
822,2,4.264594
822,3,1.549376
822,4,7.019890
823,0,4.870379
823,1,6.334068
823,2,3.406991
823,3,2.064248
823,4,7.667813
824,0,2.715130
824,1,1.379060
824,2,5.417477
824,3,4.071922
824,4,6.796102
825,0,5.996271
825,1,7.427798
825,2,4.639777
825,3,3.125064
825,4,1.537640
826,0,4.525597
826,1,3.073354
826,2,7.458276
826,3,5.987938
826,4,1.611907
827,0,4.545935
827,1,6.000937
827,2,1.631216
827,3,3.047763
827,4,7.359351
828,0,6.979452
828,1,5.548247
828,2,4.165965
828,3,1.447958
828,4,2.833246
829,0,7.294202
829,1,5.828432
829,2,2.947334
829,3,4.364458
829,4,1.603370
830,0,1.983254
830,1,3.384709
830,2,6.222497
830,3,4.799262
830,4,7.664122
831,0,7.304197
831,1,1.475080
831,2,2.809320
831,3,4.262022
831,4,5.642853
832,0,5.380605
832,1,6.717157
832,2,2.679070
832,3,1.361384
832,4,4.060212
833,0,4.347551
833,1,5.717601
833,2,2.858927
833,3,1.439599
833,4,7.086746
834,0,6.042694
834,1,1.608450
834,2,7.481336
834,3,4.451763
834,4,2.908442
835,0,1.583201
835,1,7.422460
835,2,3.287394
835,3,4.705008
835,4,6.065829
836,0,7.393336
836,1,4.715229
836,2,3.324732
836,3,6.050408
836,4,1.970651
837,0,3.023567
837,1,5.737372
837,2,4.374438
837,3,8.483741
837,4,7.071860
838,0,4.489444
838,1,1.665207
838,2,3.059047
838,3,7.333241
838,4,5.895776
839,0,6.554106
839,1,5.134446
839,2,3.699474
839,3,8.069991
839,4,2.299014
840,0,7.496154
840,1,6.091738
840,2,3.265899
840,3,1.850808
840,4,4.649388
841,0,1.484587
841,1,6.985611
841,2,4.215376
841,3,5.592973
841,4,2.851335
842,0,6.351945
842,1,4.809561
842,2,7.679185
842,3,1.958459
842,4,3.446434
843,0,1.479203
843,1,6.995852
843,2,2.899730
843,3,4.309172
843,4,5.642232
844,0,2.822657
844,1,1.438614
844,2,5.790235
844,3,4.291647
844,4,7.331168
845,0,7.299236
845,1,8.634490
845,2,4.518452
845,3,3.121556
845,4,5.861689
846,0,7.920547
846,1,2.180391
846,2,3.571522
846,3,4.999794
846,4,6.335946
847,0,3.172245
847,1,7.606609
847,2,1.814530
847,3,4.659008
847,4,6.189341
848,0,4.499093
848,1,1.676997
848,2,7.204054
848,3,5.818000
848,4,3.178276
849,0,4.150980
849,1,2.759236
849,2,7.052055
849,3,1.410232
849,4,5.686346
850,0,6.093303
850,1,3.377086
850,2,7.476271
850,3,4.753223
850,4,1.996391
851,0,3.539015
851,1,6.225773
851,2,7.612289
851,3,4.891164
851,4,2.091158
852,0,3.510241
852,1,4.882833
852,2,2.067394
852,3,7.795439
852,4,6.366474
853,0,5.757128
853,1,1.472077
853,2,7.148227
853,3,4.281740
853,4,2.840466
854,0,2.747375
854,1,7.039300
854,2,5.532987
854,3,4.183119
854,4,1.357217
855,0,1.665226
855,1,4.565335
855,2,5.917333
855,3,3.205733
855,4,7.359793
856,0,7.156156
856,1,5.803469
856,2,1.628604
856,3,4.426950
856,4,3.066519
857,0,1.357373
857,1,4.255059
857,2,2.715319
857,3,5.731497
857,4,7.096498
858,0,4.705721
858,1,6.055545
858,2,1.918782
858,3,7.394936
858,4,3.267905
859,0,1.788477
859,1,5.842978
859,2,4.513457
859,3,3.121975
859,4,7.247446
860,0,1.826184
860,1,7.439630
860,2,3.202958
860,3,6.043968
860,4,4.668718
861,0,1.606397
861,1,2.989634
861,2,5.829328
861,3,4.385992
861,4,7.272850
862,0,4.368371
862,1,2.926330
862,2,1.473114
862,3,5.912702
862,4,7.302544
863,0,5.773397
863,1,1.375307
863,2,2.769613
863,3,7.154134
863,4,4.273676
864,0,4.577263
864,1,3.180213
864,2,7.267539
864,3,1.696428
864,4,5.928528
865,0,4.323701
865,1,1.549889
865,2,7.107328
865,3,2.910532
865,4,5.768725
866,0,1.809404
866,1,6.103640
866,2,7.527667
866,3,4.759460
866,4,3.326127
867,0,4.114782
867,1,2.749290
867,2,1.340051
867,3,6.945306
867,4,5.552913
868,0,2.963770
868,1,4.455341
868,2,1.499704
868,3,7.288229
868,4,5.942554
869,0,4.220751
869,1,2.872727
869,2,7.000104
869,3,1.539221
869,4,5.581456
870,0,7.174744
870,1,1.559896
870,2,4.337076
870,3,5.697369
870,4,2.988003
871,0,4.842854
871,1,1.541517
871,2,7.556772
871,3,6.199977
871,4,3.294425
872,0,2.405315
872,1,7.878531
872,2,3.774816
872,3,5.142880
872,4,6.519771
873,0,2.138881
873,1,4.950072
873,2,3.553530
873,3,7.819604
873,4,6.394278
874,0,1.997805
874,1,7.567735
874,2,4.774528
874,3,3.373386
874,4,6.105896
875,0,6.942050
875,1,4.082902
875,2,5.471061
875,3,1.377618
875,4,2.731723
876,0,7.103254
876,1,5.677692
876,2,1.446286
876,3,4.324311
876,4,2.856979
877,0,2.013691
877,1,4.924868
877,2,7.862859
877,3,3.511134
877,4,6.422521
878,0,4.261450
878,1,7.123657
878,2,5.710286
878,3,2.884878
878,4,1.530288
879,0,1.486341
879,1,5.883188
879,2,7.226963
879,3,4.526252
879,4,3.031215
880,0,5.650200
880,1,2.862652
880,2,4.253796
880,3,6.988597
880,4,1.459462
881,0,4.507419
881,1,5.857267
881,2,7.322636
881,3,2.997562
881,4,1.599949
882,0,3.219600
882,1,1.773521
882,2,4.611636
882,3,6.202010
882,4,7.578413
883,0,3.181488
883,1,1.736705
883,2,4.607542
883,3,6.018573
883,4,7.495600
884,0,4.366012
884,1,1.598222
884,2,7.164388
884,3,3.007060
884,4,5.749159
885,0,3.244353
885,1,1.865828
885,2,7.406058
885,3,6.026906
885,4,4.603646
886,0,1.350407
886,1,4.215716
886,2,5.577305
886,3,2.815260
886,4,6.918649
887,0,5.696319
887,1,4.176785
887,2,2.837690
887,3,1.387414
887,4,7.178512
888,0,7.997673
888,1,6.196057
888,2,4.716721
888,3,1.997942
888,4,3.317899
889,0,1.789677
889,1,4.475170
889,2,7.174025
889,3,3.153565
889,4,5.808140
890,0,8.236663
890,1,1.680728
890,2,3.191384
890,3,4.672222
890,4,6.772082
891,0,5.023298
891,1,7.816687
891,2,2.209141
891,3,3.653226
891,4,6.433500
892,0,1.830418
892,1,3.169287
892,2,7.382334
892,3,5.985992
892,4,4.567317
893,0,4.934308
893,1,6.365656
893,2,7.704228
893,3,3.156488
893,4,1.831691
894,0,1.342591
894,1,2.710217
894,2,6.780480
894,3,4.080072
894,4,5.425016
895,0,6.011029
895,1,3.275092
895,2,1.934098
895,3,7.394497
895,4,4.652235
896,0,1.807336
896,1,5.858134
896,2,3.181611
896,3,7.292343
896,4,4.510611
897,0,4.385884
897,1,5.723564
897,2,2.940527
897,3,1.441494
897,4,7.079706
898,0,5.528617
898,1,1.385346
898,2,4.158725
898,3,6.871634
898,4,2.831474
899,0,7.606464
899,1,4.810687
899,2,6.149280
899,3,3.390004
899,4,1.980774
900,0,7.956761
900,1,5.046029
900,2,6.530200
900,3,3.674255
900,4,2.162420
901,0,1.413698
901,1,5.557638
901,2,2.760286
901,3,4.123558
901,4,6.934647
902,0,2.110973
902,1,6.245892
902,2,7.642363
902,3,4.870401
902,4,3.493528
903,0,4.283988
903,1,1.493874
903,2,6.940861
903,3,2.940431
903,4,5.612332
904,0,4.802416
904,1,2.014796
904,2,6.144483
904,3,7.487490
904,4,3.425087
905,0,2.803791
905,1,6.924468
905,2,8.430442
905,3,5.589656
905,4,4.218213
906,0,3.359831
906,1,6.155601
906,2,4.815997
906,3,7.476419
906,4,1.660364
907,0,4.411250
907,1,3.088419
907,2,7.095475
907,3,5.731889
907,4,1.628586
908,0,5.924835
908,1,1.870517
908,2,3.236202
908,3,4.586658
908,4,7.274523
909,0,4.404564
909,1,3.067549
909,2,5.717232
909,3,7.184595
909,4,1.597482
910,0,6.167364
910,1,7.515347
910,2,4.745510
910,3,1.808979
910,4,3.265480
911,0,4.675163
911,1,7.410118
911,2,6.016616
911,3,1.614286
911,4,3.061554
912,0,6.005193
912,1,1.888843
912,2,3.242715
912,3,4.631970
912,4,7.331236
913,0,1.484485
913,1,7.016561
913,2,4.268534
913,3,5.631024
913,4,2.804653
914,0,3.036789
914,1,4.448652
914,2,7.402199
914,3,5.866797
914,4,1.402624
915,0,4.888243
915,1,6.269220
915,2,2.121858
915,3,3.533841
915,4,7.729896
916,0,2.850576
916,1,5.512529
916,2,6.924294
916,3,4.182153
916,4,1.454963
917,0,7.322970
917,1,2.962106
917,2,1.480927
917,3,4.432621
917,4,5.905056
918,0,4.577404
918,1,3.162220
918,2,6.034312
918,3,1.750101
918,4,7.466890
919,0,6.089084
919,1,1.540462
919,2,7.502584
919,3,3.008989
919,4,4.437652
920,0,4.481684
920,1,1.725820
920,2,3.057141
920,3,7.339591
920,4,5.932891
921,0,4.277974
921,1,6.961224
921,2,5.595452
921,3,2.881591
921,4,1.553516
922,0,7.975101
922,1,5.153941
922,2,2.497063
922,3,6.643743
922,4,3.832802
923,0,4.567358
923,1,3.251292
923,2,5.969253
923,3,1.750107
923,4,7.412918
924,0,7.348807
924,1,4.531230
924,2,2.972187
924,3,1.500389
924,4,5.938786
925,0,7.016226
925,1,2.921710
925,2,5.620572
925,3,1.533294
925,4,4.262665
926,0,1.588056
926,1,2.927979
926,2,5.659927
926,3,7.155261
926,4,4.319932
927,0,5.563684
927,1,2.925661
927,2,1.502327
927,3,6.939840
927,4,4.252529
928,0,6.957025
928,1,1.469741
928,2,5.542444
928,3,4.145347
928,4,2.776821
929,0,4.479972
929,1,7.191922
929,2,1.668377
929,3,3.098112
929,4,5.842804
930,0,2.899341
930,1,1.475820
930,2,6.976461
930,3,5.620518
930,4,4.233335
931,0,6.240947
931,1,3.412601
